episode,density,ep_reward,ep_steps,captured,mean_reward_50,eval_capture_pct,elapsed_s
776,0.3,-92.8988,2000,0,-25.8465,70.0,1188.3
777,0.3,-21.8629,2000,0,-25.8953,70.0,1191.9
778,0.2,-56.8567,1630,1,-26.2521,70.0,1193.9
779,0.15,-20.7446,1448,1,-26.7071,70.0,1195.1
780,0.15,-20.755,940,1,-25.7455,70.0,1196.1
781,0.0,19.7507,296,1,-25.7046,70.0,1196.1
782,0.1,6.8371,928,1,-22.532,70.0,1196.7
783,0.1,18.0238,329,1,-21.8675,70.0,1196.9
784,0.3,-77.9588,2000,0,-22.7416,70.0,1200.6
785,0.15,-63.2939,2000,0,-22.0075,70.0,1202.3
786,0.3,-9.0974,2000,0,-20.9399,70.0,1205.8
787,0.3,-70.7155,1712,1,-22.2009,70.0,1209.0
788,0.15,-24.3733,1822,1,-22.6898,70.0,1210.6
789,0.2,-90.4514,2000,0,-23.6496,70.0,1213.0
790,0.25,-13.2115,2000,0,-23.9852,70.0,1215.7
791,0.25,-34.602,1264,1,-24.3486,70.0,1217.5
792,0.2,-50.9442,2000,0,-24.2545,70.0,1219.8
793,0.3,-10.8361,2000,0,-24.8632,70.0,1223.3
794,0.2,-16.0652,2000,0,-24.9427,70.0,1225.7
795,0.05,-29.0476,885,1,-25.6225,70.0,1226.1
796,0.15,-57.2091,2000,0,-27.1294,70.0,1227.8
797,0.05,12.8381,811,1,-27.2527,70.0,1228.2
798,0.1,-11.5481,1179,1,-27.48,70.0,1229.0
799,0.15,-18.6362,2000,0,-27.8186,70.0,1230.8
800,0.15,-20.2774,1922,1,-27.4145,50.0,1288.3
801,0.0,19.4437,603,1,-26.9864,50.0,1288.4
802,0.15,-27.517,1089,1,-27.4114,50.0,1289.4
803,0.1,14.2548,1149,1,-27.4996,50.0,1290.2
804,0.25,-22.7104,2000,0,-28.2771,50.0,1293.1
805,0.25,-78.3633,2000,0,-28.8128,50.0,1296.0
806,0.3,-115.918,2000,0,-30.4397,50.0,1299.5
807,0.15,-73.5744,2000,0,-32.3001,50.0,1301.4
808,0.25,-49.4654,1372,1,-33.0705,50.0,1303.3
809,0.05,-9.0263,1856,1,-33.4849,50.0,1304.2
810,0.3,-115.568,2000,0,-35.7271,50.0,1307.7
811,0.15,-40.316,2000,0,-36.4579,50.0,1309.4
812,0.05,10.0926,723,1,-35.3478,50.0,1309.7
813,0.2,-31.0456,2000,0,-35.4165,50.0,1312.2
814,0.2,-27.9277,1638,1,-34.5931,50.0,1314.0
815,0.0,19.5967,450,1,-33.5828,50.0,1314.1
816,0.15,-23.3989,2000,0,-33.1506,50.0,1315.9
817,0.2,-93.974,2000,0,-35.422,50.0,1318.2
818,0.2,-3.0017,837,1,-35.7992,50.0,1319.2
819,0.25,-59.862,2000,0,-36.6715,50.0,1322.1
820,0.0,18.6137,1433,1,-35.4033,50.0,1322.4
821,0.0,19.5897,457,1,-32.5164,50.0,1322.5
822,0.25,-98.4076,2000,0,-33.8695,50.0,1325.4
823,0.15,-30.9284,2000,0,-33.0488,50.0,1327.1
824,0.05,19.7798,267,1,-30.7188,50.0,1327.2
825,0.3,-75.213,2000,0,-32.1757,50.0,1330.8
826,0.15,-35.7248,1270,1,-31.0322,50.0,1331.9
827,0.05,-17.0464,2000,0,-30.9358,50.0,1332.8
828,0.0,19.6527,394,1,-29.4057,50.0,1332.9
829,0.1,-48.0167,2000,0,-29.9511,50.0,1334.2
830,0.15,-114.8333,2000,0,-31.8327,50.0,1336.1
831,0.1,14.9252,405,1,-31.9292,50.0,1336.4
832,0.05,9.2351,1221,1,-31.8812,50.0,1337.0
833,0.15,-121.468,2000,0,-34.6711,50.0,1339.0
834,0.1,-75.5269,2000,0,-34.6224,50.0,1340.3
835,0.1,-63.1298,2000,0,-34.6191,50.0,1341.6
836,0.3,-11.0562,2000,0,-34.6583,50.0,1345.2
837,0.15,-20.0189,1797,1,-33.6444,50.0,1346.8
838,0.1,-11.1306,2000,0,-33.3795,50.0,1348.2
839,0.3,-13.8717,2000,0,-31.8479,50.0,1351.7
840,0.3,-123.2154,2000,0,-34.048,50.0,1355.3
841,0.15,-0.8927,1692,1,-33.3738,50.0,1356.8
842,0.1,-2.9216,914,1,-32.4134,50.0,1357.4
843,0.3,-162.6171,2000,0,-35.449,50.0,1360.9
844,0.0,19.4307,616,1,-34.7391,50.0,1361.0
845,0.15,-35.9852,2000,0,-34.8778,50.0,1362.8
846,0.0,17.9616,1816,1,-33.3744,50.0,1363.2
847,0.25,-56.1154,2000,0,-34.7535,50.0,1366.1
848,0.2,-61.3144,1364,1,-35.7488,50.0,1367.7
849,0.0,19.1677,879,1,-34.9927,50.0,1367.9
850,0.1,-11.7087,1498,1,-34.8214,50.0,1369.0
851,0.05,15.6633,1564,1,-34.897,50.0,1369.6
852,0.25,-40.2673,2000,0,-35.152,50.0,1372.5
853,0.0,19.5889,458,1,-35.0453,50.0,1372.6
854,0.3,-136.9949,2000,0,-37.331,50.0,1376.0
855,0.25,-59.4901,2000,0,-36.9535,50.0,1378.9
856,0.0,-2.0526,2000,0,-34.6762,50.0,1379.3
857,0.3,-11.2377,2000,0,-33.4295,50.0,1383.0
858,0.0,18.1889,1858,1,-32.0764,50.0,1383.4
859,0.05,8.0556,1636,1,-31.7347,50.0,1384.2
860,0.05,19.6778,369,1,-29.0298,50.0,1384.4
861,0.3,-114.4373,2000,0,-30.5123,50.0,1387.9
862,0.0,19.7507,296,1,-30.3191,50.0,1388.0
863,0.2,-51.1742,1697,1,-30.7217,50.0,1390.0
864,0.05,6.6867,1738,1,-30.0294,50.0,1390.8
865,0.05,5.8346,986,1,-30.3046,50.0,1391.2
866,0.05,17.1797,597,1,-29.493,50.0,1391.4
867,0.15,-24.1584,1705,1,-28.0967,50.0,1392.9
868,0.25,-56.8962,1257,1,-29.1746,50.0,1394.7
869,0.0,19.6918,355,1,-27.5835,50.0,1394.8
870,0.2,-57.4069,2000,0,-29.104,50.0,1396.9
871,0.05,18.6718,967,1,-29.1223,50.0,1397.3
872,0.15,11.9056,373,1,-26.9161,50.0,1397.7
873,0.25,-19.1523,2000,0,-26.6805,50.0,1400.6
874,0.1,-13.8477,1004,1,-27.3531,50.0,1401.3
875,0.3,-26.5969,2000,0,-26.3808,50.0,1404.8
876,0.1,9.1428,898,1,-25.4834,50.0,1405.4
877,0.05,-2.5586,768,1,-25.1936,50.0,1405.7
878,0.2,-61.1811,2000,0,-26.8103,50.0,1408.0
879,0.2,-71.12,2000,0,-27.2724,50.0,1410.3
880,0.25,-91.1585,2000,0,-26.7989,50.0,1413.2
881,0.25,-72.3411,2000,0,-28.5442,50.0,1416.3
882,0.0,19.7868,260,1,-28.3332,50.0,1416.3
883,0.3,-16.4193,2000,0,-26.2322,50.0,1419.7
884,0.3,-70.6269,2000,0,-26.1342,50.0,1423.3
885,0.05,15.7339,1328,1,-24.5569,50.0,1423.9
886,0.1,-14.739,1196,1,-24.6306,50.0,1424.7
887,0.0,19.6747,372,1,-23.8367,50.0,1424.8
888,0.2,-87.0487,2000,0,-25.3551,50.0,1427.3
889,0.0,19.5829,464,1,-24.686,50.0,1427.4
890,0.1,-0.598,940,1,-22.2336,50.0,1427.9
891,0.2,-33.4202,1391,1,-22.8842,50.0,1429.5
892,0.25,-52.9719,1856,1,-23.8852,50.0,1432.0
893,0.15,5.6793,942,1,-20.5193,50.0,1432.8
894,0.15,-31.4161,2000,0,-21.5362,50.0,1434.7
895,0.25,-10.328,2000,0,-21.0231,50.0,1437.8
896,0.05,17.278,1071,1,-21.0367,50.0,1438.3
897,0.0,19.3417,705,1,-19.5276,50.0,1438.4
898,0.2,-48.3567,2000,0,-19.2684,50.0,1440.7
899,0.25,-86.5693,2000,0,-21.3832,50.0,1443.5
900,0.3,-133.7153,2000,0,-23.8233,40.0,1523.0
901,0.25,-72.0684,2000,0,-25.5779,40.0,1526.0
902,0.05,-10.935,1461,1,-24.9913,40.0,1526.6
903,0.0,-1.9706,2000,0,-25.4225,40.0,1527.0
904,0.25,-15.8854,2000,0,-23.0003,40.0,1529.9
905,0.3,-44.2264,2000,0,-22.695,40.0,1533.6
906,0.1,5.8749,1010,1,-22.5365,40.0,1534.3
907,0.3,-54.9717,2000,0,-23.4112,40.0,1538.0
908,0.25,-80.9833,2000,0,-25.3946,40.0,1540.9
909,0.2,-0.2243,1195,1,-25.5602,40.0,1542.3
910,0.3,-17.1641,2000,0,-26.297,40.0,1546.2
911,0.0,-2.2475,2000,0,-24.0532,40.0,1546.6
912,0.3,-23.0551,2000,0,-24.9094,40.0,1550.1
913,0.2,-60.0211,2000,0,-25.0863,40.0,1552.5
914,0.3,-93.9081,2000,0,-27.0982,40.0,1556.0
915,0.0,19.1038,943,1,-26.8328,40.0,1556.1
916,0.1,10.8045,635,1,-26.9603,40.0,1556.6
917,0.2,-11.1936,2000,0,-26.701,40.0,1559.0
918,0.15,-104.583,2000,0,-27.6547,40.0,1560.8
919,0.25,-41.6616,2000,0,-28.8818,40.0,1563.7
920,0.1,-6.9204,2000,0,-27.8721,40.0,1565.0
921,0.0,19.3937,653,1,-27.8576,40.0,1565.1
922,0.2,-130.1752,2000,0,-30.6993,40.0,1567.6
923,0.25,-29.7259,2000,0,-30.9107,40.0,1570.4
924,0.1,-7.7792,1451,1,-30.7894,40.0,1571.3
925,0.0,18.1698,1877,1,-29.894,40.0,1571.7
926,0.3,-18.9347,2000,0,-30.4556,40.0,1575.4
927,0.15,-72.1865,2000,0,-31.8481,40.0,1577.2
928,0.3,-12.0089,2000,0,-30.8647,40.0,1580.9
929,0.15,11.0348,1459,1,-29.2216,40.0,1582.2
930,0.0,18.6028,1444,1,-27.0264,40.0,1582.5
931,0.15,-86.2352,2000,0,-27.3043,40.0,1584.3
932,0.1,-7.4121,1031,1,-27.8482,40.0,1584.9
933,0.25,-71.2254,2000,0,-28.9444,40.0,1587.9
934,0.3,-18.1841,2000,0,-27.8955,40.0,1591.4
935,0.15,-75.2693,1964,1,-29.7156,40.0,1593.2
936,0.25,-16.2393,2000,0,-29.7456,40.0,1596.0
937,0.05,14.4691,267,1,-29.8497,40.0,1596.2
938,0.15,11.7039,409,1,-27.8746,40.0,1596.5
939,0.05,15.4553,1276,1,-27.9572,40.0,1597.1
940,0.25,-56.1828,1442,1,-29.0689,40.0,1599.3
941,0.2,-74.4983,2000,0,-29.8904,40.0,1601.6
942,0.25,-13.7807,2000,0,-29.1066,40.0,1604.5
943,0.1,-7.9732,2000,0,-29.3797,40.0,1605.9
944,0.2,-21.4476,2000,0,-29.1803,40.0,1608.3
945,0.3,-33.9605,2000,0,-29.6529,40.0,1611.9
946,0.2,-80.565,1793,1,-31.6098,40.0,1614.1
947,0.3,-11.6042,2000,0,-32.2287,40.0,1617.7
948,0.15,15.6812,753,1,-30.948,40.0,1618.4
949,0.15,-15.6999,1021,1,-29.5306,40.0,1619.3
950,0.15,0.412,864,1,-26.848,40.0,1620.2
951,0.3,-65.7851,2000,0,-26.7224,40.0,1623.7
952,0.25,-11.2057,2000,0,-26.7278,40.0,1626.6
953,0.2,-30.0109,2000,0,-27.2886,40.0,1628.9
954,0.1,-23.49,2000,0,-27.4407,40.0,1630.3
955,0.1,11.8906,1435,1,-26.3183,40.0,1631.2
956,0.3,-9.1734,2000,0,-26.6193,40.0,1634.7
957,0.05,-38.8272,2000,0,-26.2964,40.0,1635.6
958,0.3,-13.9383,2000,0,-24.9555,40.0,1639.0
959,0.0,-2.005,2000,0,-24.9911,40.0,1639.4
960,0.1,14.8284,720,1,-24.3513,40.0,1639.9
961,0.15,-63.8592,2000,0,-25.5835,40.0,1641.7
962,0.05,15.3355,656,1,-24.8157,40.0,1642.1
963,0.3,-98.9901,2000,0,-25.5951,40.0,1645.8
964,0.15,8.5529,702,1,-23.5459,40.0,1646.5
965,0.2,-83.4064,2000,0,-25.5961,40.0,1648.9
966,0.2,-12.1926,2000,0,-26.056,40.0,1651.3
967,0.25,-68.1103,2000,0,-27.1943,40.0,1654.2
968,0.15,18.2628,320,1,-24.7374,40.0,1654.5
969,0.1,6.0051,839,1,-23.7841,40.0,1655.0
970,0.0,19.5907,456,1,-23.2539,40.0,1655.1
971,0.15,-45.4023,1284,1,-24.5498,40.0,1656.2
972,0.3,-62.4905,2000,0,-23.1961,40.0,1659.7
973,0.1,1.2539,1209,1,-22.5765,40.0,1660.5
974,0.05,13.7985,461,1,-22.1449,40.0,1660.7
975,0.15,-67.2497,2000,0,-23.8533,40.0,1662.5
976,0.05,0.7736,1435,1,-23.4592,40.0,1663.2
977,0.1,-29.9968,2000,0,-22.6154,40.0,1664.4
978,0.3,-41.3794,2000,0,-23.2028,40.0,1668.0
979,0.1,12.2163,913,1,-23.1792,40.0,1668.6
980,0.1,-4.3849,1054,1,-23.6389,40.0,1669.4
981,0.1,2.8376,1929,1,-21.8575,40.0,1670.6
982,0.2,-19.0543,2000,0,-22.0903,40.0,1672.9
983,0.25,-20.3125,2000,0,-21.072,40.0,1675.8
984,0.1,17.295,435,1,-20.3625,40.0,1676.0
985,0.2,-129.838,2000,0,-21.4538,40.0,1678.4
986,0.0,19.4097,637,1,-20.7409,40.0,1678.5
987,0.2,-38.8199,2000,0,-21.8066,40.0,1680.9
988,0.05,-10.1989,2000,0,-22.2447,40.0,1681.8
989,0.0,19.4557,591,1,-22.1647,40.0,1681.9
990,0.05,19.1348,636,1,-20.6583,40.0,1682.2
991,0.25,-8.6708,2000,0,-19.3418,40.0,1685.2
992,0.15,-6.4222,2000,0,-19.1946,40.0,1687.1
993,0.15,-29.3954,2000,0,-19.6231,40.0,1688.9
994,0.2,-14.8843,2000,0,-19.4918,40.0,1691.0
995,0.3,-11.6658,2000,0,-19.0459,40.0,1694.9
996,0.05,19.6538,393,1,-17.0415,40.0,1695.0
997,0.25,-43.4812,2000,0,-17.6791,40.0,1697.7
998,0.15,-8.2953,2000,0,-18.1586,40.0,1699.5
999,0.25,-40.7559,2000,0,-18.6597,40.0,1702.4
1000,0.25,-62.7258,2000,0,-19.9225,80.0,1740.5
